2025-02-04 19:39:16.333 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-04 19:39:16.336 | INFO     | __main__:<module>:50 - Project root: C:\Users\trent\Projects\buzzline-04-trentrueckert
2025-02-04 19:39:16.336 | INFO     | __main__:<module>:54 - Data folder: C:\Users\trent\Projects\buzzline-04-trentrueckert\data
2025-02-04 19:39:16.337 | INFO     | __main__:<module>:58 - Data file: C:\Users\trent\Projects\buzzline-04-trentrueckert\data\buzz_live.json
2025-02-04 19:39:16.337 | INFO     | __main__:main:125 - START producer...
2025-02-04 19:39:16.337 | INFO     | __main__:main:126 - Hit CTRL c (or CMD c) to close.
2025-02-04 19:39:16.338 | INFO     | __main__:get_message_interval:40 - Message interval: 3 seconds
2025-02-04 19:39:16.338 | INFO     | __main__:main:134 - {'message': 'I just loved a story! It was exciting.', 'author': 'Alice'}
2025-02-04 19:39:19.340 | INFO     | __main__:main:134 - {'message': 'I just shared a story! It was amazing.', 'author': 'Alice'}
2025-02-04 19:39:22.343 | INFO     | __main__:main:134 - {'message': 'I just tried a trick! It was weird.', 'author': 'Charlie'}
2025-02-04 19:39:25.345 | INFO     | __main__:main:134 - {'message': 'I just loved a trick! It was amazing.', 'author': 'Charlie'}
2025-02-04 19:39:28.348 | INFO     | __main__:main:134 - {'message': 'I just saw a story! It was amazing.', 'author': 'Bob'}
2025-02-04 19:39:29.381 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-04 19:39:29.381 | INFO     | __main__:<module>:38 - Project root: C:\Users\trent\Projects\buzzline-04-trentrueckert
2025-02-04 19:39:29.381 | INFO     | __main__:<module>:39 - Data folder: C:\Users\trent\Projects\buzzline-04-trentrueckert\data
2025-02-04 19:39:29.381 | INFO     | __main__:<module>:40 - Data file: C:\Users\trent\Projects\buzzline-04-trentrueckert\data\buzz_live.json
